Rxn_name	Comp_correction	Species	Ratelaw						
vRP23_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS_RasD ; pHGF_Met_HGF_Met_G2_SOS + RasD	1.000000E+01						
vRP23_22	Cytoplasm	 pPPrPPr_G2_SOS_RasD ; pPPrPPr_G2_SOS + RasD	1.000000E+01						
vRP23_23	Cytoplasm	 pPPrPr_G2_SOS_RasD ; pPPrPr_G2_SOS + RasD	1.000000E+01						
vRP23_24	Cytoplasm	 pFFrFFr_G2_SOS_RasD ; pFFrFFr_G2_SOS + RasD	1.000000E+01						
vRP23_25	Cytoplasm	 pFFrFr_G2_SOS_RasD ; pFFrFr_G2_SOS + RasD	1.000000E+01						
vRP23_26	Cytoplasm	 pIIrIr_IRS_G2_SOS_RasD ; pIIrIr_IRS_G2_SOS + RasD	1.000000E+01						
vRP23_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS_RasD ; pINS_Isr_Isr_IRS_G2_SOS + RasD	1.000000E+01						
vRP23_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS_RasD ; pIIrIrI_IRS_G2_SOS + RasD	1.000000E+01						
vRP23_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS + RasD	1.000000E+01						
vRP24_1	Cytoplasm	 pEE1E2_G2_SOS_RasD ; pEE1E2_G2_SOS + RasT	1.000000E+01						
vRP24_2	Cytoplasm	 pEE1Ev3_G2_SOS_RasD ; pEE1Ev3_G2_SOS + RasT	1.000000E+01						
vRP24_3	Cytoplasm	 pEE1E1_G2_SOS_RasD ; pEE1E1_G2_SOS + RasT	1.000000E+01						
vRP24_4	Cytoplasm	 pEE1EE1_G2_SOS_RasD ; pEE1EE1_G2_SOS + RasT	1.000000E+01						
vRP24_5	Cytoplasm	 pEE1E3_G2_SOS_RasD ; pEE1E3_G2_SOS + RasT	1.000000E+01						
vRP24_6	Cytoplasm	 pEE1HE3_G2_SOS_RasD ; pEE1HE3_G2_SOS + RasT	1.000000E+01						
vRP24_7	Cytoplasm	 pEE1E4_G2_SOS_RasD ; pEE1E4_G2_SOS + RasT	1.000000E+01						
vRP24_8	Cytoplasm	 pEE1HE4_G2_SOS_RasD ; pEE1HE4_G2_SOS + RasT	1.000000E+01						
vRP24_9	Cytoplasm	 pE2HE3_G2_SOS_RasD ; pE2HE3_G2_SOS + RasT	1.000000E+01						
vRP24_10	Cytoplasm	 pHE3Ev3_G2_SOS_RasD ; pHE3Ev3_G2_SOS + RasT	1.000000E+01						
vRP24_11	Cytoplasm	 pE1HE3_G2_SOS_RasD ; pE1HE3_G2_SOS + RasT	1.000000E+01						
vRP24_12	Cytoplasm	 pHE3E4_G2_SOS_RasD ; pHE3E4_G2_SOS + RasT	1.000000E+01						
vRP24_13	Cytoplasm	 pHE3HE4_G2_SOS_RasD ; pHE3HE4_G2_SOS + RasT	1.000000E+01						
vRP24_14	Cytoplasm	 pE2HE4_G2_SOS_RasD ; pE2HE4_G2_SOS + RasT	1.000000E+01						
vRP24_15	Cytoplasm	 pHE4Ev3_G2_SOS_RasD ; pHE4Ev3_G2_SOS + RasT	1.000000E+01						
vRP24_16	Cytoplasm	 pE1HE4_G2_SOS_RasD ; pE1HE4_G2_SOS + RasT	1.000000E+01						
vRP24_17	Cytoplasm	 pE3HE4_G2_SOS_RasD ; pE3HE4_G2_SOS + RasT	1.000000E+01						
vRP24_18	Cytoplasm	 pHE4E4_G2_SOS_RasD ; pHE4E4_G2_SOS + RasT	1.000000E+01						
vRP24_19	Cytoplasm	 pHE4HE4_G2_SOS_RasD ; pHE4HE4_G2_SOS + RasT	1.000000E+01						
vRP24_20	Cytoplasm	 pHGF_Met_Met_G2_SOS_RasD ; pHGF_Met_Met_G2_SOS + RasT	1.000000E+01						
vRP24_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS_RasD ; pHGF_Met_HGF_Met_G2_SOS + RasT	1.000000E+01						
vRP24_22	Cytoplasm	 pPPrPPr_G2_SOS_RasD ; pPPrPPr_G2_SOS + RasT	1.000000E+01						
vRP24_23	Cytoplasm	 pPPrPr_G2_SOS_RasD ; pPPrPr_G2_SOS + RasT	1.000000E+01						
vRP24_24	Cytoplasm	 pFFrFFr_G2_SOS_RasD ; pFFrFFr_G2_SOS + RasT	1.000000E+01						
vRP24_25	Cytoplasm	 pFFrFr_G2_SOS_RasD ; pFFrFr_G2_SOS + RasT	1.000000E+01						
vRP24_26	Cytoplasm	 pIIrIr_IRS_G2_SOS_RasD ; pIIrIr_IRS_G2_SOS + RasT	1.000000E+01						
vRP24_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS_RasD ; pINS_Isr_Isr_IRS_G2_SOS + RasT	1.000000E+01						
vRP24_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS_RasD ; pIIrIrI_IRS_G2_SOS + RasT	1.000000E+01						
vRP24_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS + RasT	1.000000E+01						
vRP25_1	Cytoplasm	 pEE1E2_PLCg + PIP2 ; pEE1E2_PLCg_PIP2	1.000000E-03						
vRP25_2	Cytoplasm	 pEE1Ev3_PLCg + PIP2 ; pEE1Ev3_PLCg_PIP2	1.000000E-03						
vRP25_3	Cytoplasm	 pEE1E1_PLCg + PIP2 ; pEE1E1_PLCg_PIP2	1.000000E-03						
vRP25_4	Cytoplasm	 pEE1EE1_PLCg + PIP2 ; pEE1EE1_PLCg_PIP2	1.000000E-03						
vRP25_5	Cytoplasm	 pEE1E3_PLCg + PIP2 ; pEE1E3_PLCg_PIP2	1.000000E-03						
vRP25_6	Cytoplasm	 pEE1HE3_PLCg + PIP2 ; pEE1HE3_PLCg_PIP2	1.000000E-03						
vRP25_7	Cytoplasm	 pEE1E4_PLCg + PIP2 ; pEE1E4_PLCg_PIP2	1.000000E-03						
vRP25_8	Cytoplasm	 pEE1HE4_PLCg + PIP2 ; pEE1HE4_PLCg_PIP2	1.000000E-03						
vRP25_9	Cytoplasm	 pE2HE3_PLCg + PIP2 ; pE2HE3_PLCg_PIP2	1.000000E-03						
vRP25_10	Cytoplasm	 pHE3Ev3_PLCg + PIP2 ; pHE3Ev3_PLCg_PIP2	1.000000E-03						
vRP25_11	Cytoplasm	 pE1HE3_PLCg + PIP2 ; pE1HE3_PLCg_PIP2	1.000000E-03						
vRP25_12	Cytoplasm	 pHE3E4_PLCg + PIP2 ; pHE3E4_PLCg_PIP2	1.000000E-03						
vRP25_13	Cytoplasm	 pHE3HE4_PLCg + PIP2 ; pHE3HE4_PLCg_PIP2	1.000000E-03						
vRP25_14	Cytoplasm	 pE2HE4_PLCg + PIP2 ; pE2HE4_PLCg_PIP2	1.000000E-03						
vRP25_15	Cytoplasm	 pHE4Ev3_PLCg + PIP2 ; pHE4Ev3_PLCg_PIP2	1.000000E-03						
vRP25_16	Cytoplasm	 pE1HE4_PLCg + PIP2 ; pE1HE4_PLCg_PIP2	1.000000E-03						
vRP25_17	Cytoplasm	 pE3HE4_PLCg + PIP2 ; pE3HE4_PLCg_PIP2	1.000000E-03						
vRP25_18	Cytoplasm	 pHE4E4_PLCg + PIP2 ; pHE4E4_PLCg_PIP2	1.000000E-03						
vRP25_19	Cytoplasm	 pHE4HE4_PLCg + PIP2 ; pHE4HE4_PLCg_PIP2	1.000000E-03						
vRP25_20	Cytoplasm	 pHGF_Met_Met_PLCg + PIP2 ; pHGF_Met_Met_PLCg_PIP2	1.000000E-03						
vRP25_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg + PIP2 ; pHGF_Met_HGF_Met_PLCg_PIP2	1.000000E-03						
vRP25_22	Cytoplasm	 pPPrPPr_PLCg + PIP2 ; pPPrPPr_PLCg_PIP2	1.000000E-03						
vRP25_23	Cytoplasm	 pPPrPr_PLCg + PIP2 ; pPPrPr_PLCg_PIP2	1.000000E-03						
vRP25_24	Cytoplasm	 pFFrFFr_PLCg + PIP2 ; pFFrFFr_PLCg_PIP2	1.000000E-03						
vRP25_25	Cytoplasm	 pFFrFr_PLCg + PIP2 ; pFFrFr_PLCg_PIP2	1.000000E-03						
vRP25_26	Cytoplasm	 pIIrIr_IRS_PLCg + PIP2 ; pIIrIr_IRS_PLCg_PIP2	1.000000E-03						
vRP25_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg + PIP2 ; pINS_Isr_Isr_IRS_PLCg_PIP2	1.000000E-03						
vRP25_28	Cytoplasm	 pIIrIrI_IRS_PLCg + PIP2 ; pIIrIrI_IRS_PLCg_PIP2	1.000000E-03						
vRP25_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg + PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg_PIP2	1.000000E-03						
vRP26_1	Cytoplasm	 pEE1E2_PLCg_PIP2 ; pEE1E2_PLCg + PIP2	1.000000E-01						
vRP26_2	Cytoplasm	 pEE1Ev3_PLCg_PIP2 ; pEE1Ev3_PLCg + PIP2	1.000000E-01						
vRP26_3	Cytoplasm	 pEE1E1_PLCg_PIP2 ; pEE1E1_PLCg + PIP2	1.000000E-01						
vRP26_4	Cytoplasm	 pEE1EE1_PLCg_PIP2 ; pEE1EE1_PLCg + PIP2	1.000000E-01						
vRP26_5	Cytoplasm	 pEE1E3_PLCg_PIP2 ; pEE1E3_PLCg + PIP2	1.000000E-01						
vRP26_6	Cytoplasm	 pEE1HE3_PLCg_PIP2 ; pEE1HE3_PLCg + PIP2	1.000000E-01						
vRP26_7	Cytoplasm	 pEE1E4_PLCg_PIP2 ; pEE1E4_PLCg + PIP2	1.000000E-01						
vRP26_8	Cytoplasm	 pEE1HE4_PLCg_PIP2 ; pEE1HE4_PLCg + PIP2	1.000000E-01						
vRP26_9	Cytoplasm	 pE2HE3_PLCg_PIP2 ; pE2HE3_PLCg + PIP2	1.000000E-01						
vRP26_10	Cytoplasm	 pHE3Ev3_PLCg_PIP2 ; pHE3Ev3_PLCg + PIP2	1.000000E-01						
vRP26_11	Cytoplasm	 pE1HE3_PLCg_PIP2 ; pE1HE3_PLCg + PIP2	1.000000E-01						
vRP26_12	Cytoplasm	 pHE3E4_PLCg_PIP2 ; pHE3E4_PLCg + PIP2	1.000000E-01						
vRP26_13	Cytoplasm	 pHE3HE4_PLCg_PIP2 ; pHE3HE4_PLCg + PIP2	1.000000E-01						
vRP26_14	Cytoplasm	 pE2HE4_PLCg_PIP2 ; pE2HE4_PLCg + PIP2	1.000000E-01						
vRP26_15	Cytoplasm	 pHE4Ev3_PLCg_PIP2 ; pHE4Ev3_PLCg + PIP2	1.000000E-01						
vRP26_16	Cytoplasm	 pE1HE4_PLCg_PIP2 ; pE1HE4_PLCg + PIP2	1.000000E-01						
vRP26_17	Cytoplasm	 pE3HE4_PLCg_PIP2 ; pE3HE4_PLCg + PIP2	1.000000E-01						
vRP26_18	Cytoplasm	 pHE4E4_PLCg_PIP2 ; pHE4E4_PLCg + PIP2	1.000000E-01						
vRP26_19	Cytoplasm	 pHE4HE4_PLCg_PIP2 ; pHE4HE4_PLCg + PIP2	1.000000E-01						
vRP26_20	Cytoplasm	 pHGF_Met_Met_PLCg_PIP2 ; pHGF_Met_Met_PLCg + PIP2	1.000000E-01						
vRP26_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg_PIP2 ; pHGF_Met_HGF_Met_PLCg + PIP2	1.000000E-01						
vRP26_22	Cytoplasm	 pPPrPPr_PLCg_PIP2 ; pPPrPPr_PLCg + PIP2	1.000000E-01						
vRP26_23	Cytoplasm	 pPPrPr_PLCg_PIP2 ; pPPrPr_PLCg + PIP2	1.000000E-01						
vRP26_24	Cytoplasm	 pFFrFFr_PLCg_PIP2 ; pFFrFFr_PLCg + PIP2	1.000000E-01						
vRP26_25	Cytoplasm	 pFFrFr_PLCg_PIP2 ; pFFrFr_PLCg + PIP2	1.000000E-01						
vRP26_26	Cytoplasm	 pIIrIr_IRS_PLCg_PIP2 ; pIIrIr_IRS_PLCg + PIP2	1.000000E-01						
vRP26_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg_PIP2 ; pINS_Isr_Isr_IRS_PLCg + PIP2	1.000000E-01						
vRP26_28	Cytoplasm	 pIIrIrI_IRS_PLCg_PIP2 ; pIIrIrI_IRS_PLCg + PIP2	1.000000E-01						
vRP26_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg_PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg + PIP2	1.000000E-01						
vRP27_1	Cytoplasm	 pEE1E2_PLCg_PIP2 ; pEE1E2_PLCg + DAG + IP3	1.000000E+00						
vRP27_2	Cytoplasm	 pEE1Ev3_PLCg_PIP2 ; pEE1Ev3_PLCg + DAG + IP3	1.000000E+00						
vRP27_3	Cytoplasm	 pEE1E1_PLCg_PIP2 ; pEE1E1_PLCg + DAG + IP3	1.000000E+00						
vRP27_4	Cytoplasm	 pEE1EE1_PLCg_PIP2 ; pEE1EE1_PLCg + DAG + IP3	1.000000E+00						
vRP27_5	Cytoplasm	 pEE1E3_PLCg_PIP2 ; pEE1E3_PLCg + DAG + IP3	1.000000E+00						
vRP27_6	Cytoplasm	 pEE1HE3_PLCg_PIP2 ; pEE1HE3_PLCg + DAG + IP3	1.000000E+00						
vRP27_7	Cytoplasm	 pEE1E4_PLCg_PIP2 ; pEE1E4_PLCg + DAG + IP3	1.000000E+00						
vRP27_8	Cytoplasm	 pEE1HE4_PLCg_PIP2 ; pEE1HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_9	Cytoplasm	 pE2HE3_PLCg_PIP2 ; pE2HE3_PLCg + DAG + IP3	1.000000E+00						
vRP27_10	Cytoplasm	 pHE3Ev3_PLCg_PIP2 ; pHE3Ev3_PLCg + DAG + IP3	1.000000E+00						
vRP27_11	Cytoplasm	 pE1HE3_PLCg_PIP2 ; pE1HE3_PLCg + DAG + IP3	1.000000E+00						
vRP27_12	Cytoplasm	 pHE3E4_PLCg_PIP2 ; pHE3E4_PLCg + DAG + IP3	1.000000E+00						
vRP27_13	Cytoplasm	 pHE3HE4_PLCg_PIP2 ; pHE3HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_14	Cytoplasm	 pE2HE4_PLCg_PIP2 ; pE2HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_15	Cytoplasm	 pHE4Ev3_PLCg_PIP2 ; pHE4Ev3_PLCg + DAG + IP3	1.000000E+00						
vRP27_16	Cytoplasm	 pE1HE4_PLCg_PIP2 ; pE1HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_17	Cytoplasm	 pE3HE4_PLCg_PIP2 ; pE3HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_18	Cytoplasm	 pHE4E4_PLCg_PIP2 ; pHE4E4_PLCg + DAG + IP3	1.000000E+00						
vRP27_19	Cytoplasm	 pHE4HE4_PLCg_PIP2 ; pHE4HE4_PLCg + DAG + IP3	1.000000E+00						
vRP27_20	Cytoplasm	 pHGF_Met_Met_PLCg_PIP2 ; pHGF_Met_Met_PLCg + DAG + IP3	1.000000E+00						
vRP27_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg_PIP2 ; pHGF_Met_HGF_Met_PLCg + DAG + IP3	1.000000E+00						
vRP27_22	Cytoplasm	 pPPrPPr_PLCg_PIP2 ; pPPrPPr_PLCg + DAG + IP3	1.000000E+00						
vRP27_23	Cytoplasm	 pPPrPr_PLCg_PIP2 ; pPPrPr_PLCg + DAG + IP3	1.000000E+00						
vRP27_24	Cytoplasm	 pFFrFFr_PLCg_PIP2 ; pFFrFFr_PLCg + DAG + IP3	1.000000E+00						
vRP27_25	Cytoplasm	 pFFrFr_PLCg_PIP2 ; pFFrFr_PLCg + DAG + IP3	1.000000E+00						
vRP27_26	Cytoplasm	 pIIrIr_IRS_PLCg_PIP2 ; pIIrIr_IRS_PLCg + DAG + IP3	1.000000E+00						
vRP27_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg_PIP2 ; pINS_Isr_Isr_IRS_PLCg + DAG + IP3	1.000000E+00						
vRP27_28	Cytoplasm	 pIIrIrI_IRS_PLCg_PIP2 ; pIIrIrI_IRS_PLCg + DAG + IP3	1.000000E+00						
vRP27_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg_PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg + DAG + IP3	1.000000E+00						
vRP28_1	Cytoplasm	 pEE1E2_PI3K1 + PIP2 ; pEE1E2_PI3K1_PIP2	1.000000E-03						
vRP28_2	Cytoplasm	 pEE1Ev3_PI3K1 + PIP2 ; pEE1Ev3_PI3K1_PIP2	1.000000E-03						
vRP28_3	Cytoplasm	 pEE1E1_PI3K1 + PIP2 ; pEE1E1_PI3K1_PIP2	1.000000E-03						
vRP28_4	Cytoplasm	 pEE1EE1_PI3K1 + PIP2 ; pEE1EE1_PI3K1_PIP2	1.000000E-03						
vRP28_5	Cytoplasm	 pEE1E3_PI3K1 + PIP2 ; pEE1E3_PI3K1_PIP2	1.000000E-03						
vRP28_6	Cytoplasm	 pEE1HE3_PI3K1 + PIP2 ; pEE1HE3_PI3K1_PIP2	1.000000E-03						
vRP28_7	Cytoplasm	 pEE1E4_PI3K1 + PIP2 ; pEE1E4_PI3K1_PIP2	1.000000E-03						
vRP28_8	Cytoplasm	 pEE1HE4_PI3K1 + PIP2 ; pEE1HE4_PI3K1_PIP2	1.000000E-03						
vRP28_9	Cytoplasm	 pE2HE3_PI3K1 + PIP2 ; pE2HE3_PI3K1_PIP2	1.000000E-03						
vRP28_10	Cytoplasm	 pHE3Ev3_PI3K1 + PIP2 ; pHE3Ev3_PI3K1_PIP2	1.000000E-03						
vRP28_11	Cytoplasm	 pE1HE3_PI3K1 + PIP2 ; pE1HE3_PI3K1_PIP2	1.000000E-03						
vRP28_12	Cytoplasm	 pHE3E4_PI3K1 + PIP2 ; pHE3E4_PI3K1_PIP2	1.000000E-03						
vRP28_13	Cytoplasm	 pHE3HE4_PI3K1 + PIP2 ; pHE3HE4_PI3K1_PIP2	1.000000E-03						
vRP28_14	Cytoplasm	 pE2HE4_PI3K1 + PIP2 ; pE2HE4_PI3K1_PIP2	1.000000E-03						
vRP28_15	Cytoplasm	 pHE4Ev3_PI3K1 + PIP2 ; pHE4Ev3_PI3K1_PIP2	1.000000E-03						
vRP28_16	Cytoplasm	 pE1HE4_PI3K1 + PIP2 ; pE1HE4_PI3K1_PIP2	1.000000E-03						
vRP28_17	Cytoplasm	 pE3HE4_PI3K1 + PIP2 ; pE3HE4_PI3K1_PIP2	1.000000E-03						
vRP28_18	Cytoplasm	 pHE4E4_PI3K1 + PIP2 ; pHE4E4_PI3K1_PIP2	1.000000E-03						
vRP28_19	Cytoplasm	 pHE4HE4_PI3K1 + PIP2 ; pHE4HE4_PI3K1_PIP2	1.000000E-03						
vRP28_20	Cytoplasm	 pHGF_Met_Met_PI3K1 + PIP2 ; pHGF_Met_Met_PI3K1_PIP2	1.000000E-03						
vRP28_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1 + PIP2 ; pHGF_Met_HGF_Met_PI3K1_PIP2	1.000000E-03						
vRP28_22	Cytoplasm	 pPPrPPr_PI3K1 + PIP2 ; pPPrPPr_PI3K1_PIP2	1.000000E-03						
vRP28_23	Cytoplasm	 pPPrPr_PI3K1 + PIP2 ; pPPrPr_PI3K1_PIP2	1.000000E-03						
vRP28_24	Cytoplasm	 pFFrFFr_PI3K1 + PIP2 ; pFFrFFr_PI3K1_PIP2	1.000000E-03						
vRP28_25	Cytoplasm	 pFFrFr_PI3K1 + PIP2 ; pFFrFr_PI3K1_PIP2	1.000000E-03						
vRP28_26	Cytoplasm	 pIIrIr_IRS_PI3K1 + PIP2 ; pIIrIr_IRS_PI3K1_PIP2	5.000000E-03						
vRP28_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1 + PIP2 ; pINS_Isr_Isr_IRS_PI3K1_PIP2	5.000000E-03						
vRP28_28	Cytoplasm	 pIIrIrI_IRS_PI3K1 + PIP2 ; pIIrIrI_IRS_PI3K1_PIP2	5.000000E-03						
vRP28_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1 + PIP2 ; pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	5.000000E-03						
vRP29_1	Cytoplasm	 pEE1E2_PI3K1_PIP2 ; pEE1E2_PI3K1 + PIP2	1.000000E-02						
vRP29_2	Cytoplasm	 pEE1Ev3_PI3K1_PIP2 ; pEE1Ev3_PI3K1 + PIP2	1.000000E-02						
vRP29_3	Cytoplasm	 pEE1E1_PI3K1_PIP2 ; pEE1E1_PI3K1 + PIP2	1.000000E-02						
vRP29_4	Cytoplasm	 pEE1EE1_PI3K1_PIP2 ; pEE1EE1_PI3K1 + PIP2	1.000000E-02						
vRP29_5	Cytoplasm	 pEE1E3_PI3K1_PIP2 ; pEE1E3_PI3K1 + PIP2	1.000000E-02						
vRP29_6	Cytoplasm	 pEE1HE3_PI3K1_PIP2 ; pEE1HE3_PI3K1 + PIP2	1.000000E-02						
vRP29_7	Cytoplasm	 pEE1E4_PI3K1_PIP2 ; pEE1E4_PI3K1 + PIP2	1.000000E-02						
vRP29_8	Cytoplasm	 pEE1HE4_PI3K1_PIP2 ; pEE1HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_9	Cytoplasm	 pE2HE3_PI3K1_PIP2 ; pE2HE3_PI3K1 + PIP2	1.000000E-02						
vRP29_10	Cytoplasm	 pHE3Ev3_PI3K1_PIP2 ; pHE3Ev3_PI3K1 + PIP2	1.000000E-02						
vRP29_11	Cytoplasm	 pE1HE3_PI3K1_PIP2 ; pE1HE3_PI3K1 + PIP2	1.000000E-02						
vRP29_12	Cytoplasm	 pHE3E4_PI3K1_PIP2 ; pHE3E4_PI3K1 + PIP2	1.000000E-02						
vRP29_13	Cytoplasm	 pHE3HE4_PI3K1_PIP2 ; pHE3HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_14	Cytoplasm	 pE2HE4_PI3K1_PIP2 ; pE2HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_15	Cytoplasm	 pHE4Ev3_PI3K1_PIP2 ; pHE4Ev3_PI3K1 + PIP2	1.000000E-02						
vRP29_16	Cytoplasm	 pE1HE4_PI3K1_PIP2 ; pE1HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_17	Cytoplasm	 pE3HE4_PI3K1_PIP2 ; pE3HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_18	Cytoplasm	 pHE4E4_PI3K1_PIP2 ; pHE4E4_PI3K1 + PIP2	1.000000E-02						
vRP29_19	Cytoplasm	 pHE4HE4_PI3K1_PIP2 ; pHE4HE4_PI3K1 + PIP2	1.000000E-02						
vRP29_20	Cytoplasm	 pHGF_Met_Met_PI3K1_PIP2 ; pHGF_Met_Met_PI3K1 + PIP2	1.000000E-02						
vRP29_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1_PIP2 ; pHGF_Met_HGF_Met_PI3K1 + PIP2	1.000000E-02						
vRP29_22	Cytoplasm	 pPPrPPr_PI3K1_PIP2 ; pPPrPPr_PI3K1 + PIP2	1.000000E-02						
vRP29_23	Cytoplasm	 pPPrPr_PI3K1_PIP2 ; pPPrPr_PI3K1 + PIP2	1.000000E-02						
vRP29_24	Cytoplasm	 pFFrFFr_PI3K1_PIP2 ; pFFrFFr_PI3K1 + PIP2	1.000000E-02						
vRP29_25	Cytoplasm	 pFFrFr_PI3K1_PIP2 ; pFFrFr_PI3K1 + PIP2	1.000000E-02						
vRP29_26	Cytoplasm	 pIIrIr_IRS_PI3K1_PIP2 ; pIIrIr_IRS_PI3K1 + PIP2	5.000000E-02						
vRP29_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_IRS_PI3K1 + PIP2	5.000000E-02						
vRP29_28	Cytoplasm	 pIIrIrI_IRS_PI3K1_PIP2 ; pIIrIrI_IRS_PI3K1 + PIP2	5.000000E-02						
vRP29_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1_PIP2 ; pINS_Isr_Isr_INS_IRS_PI3K1 + PIP2	5.000000E-02						
vRP30_1	Cytoplasm	 pEE1E2_PI3K1_PIP2 ; pEE1E2_PI3K1 + PIP3	1.000000E+00						
vRP30_2	Cytoplasm	 pEE1Ev3_PI3K1_PIP2 ; pEE1Ev3_PI3K1 + PIP3	1.000000E+00						
vRP30_3	Cytoplasm	 pEE1E1_PI3K1_PIP2 ; pEE1E1_PI3K1 + PIP3	1.000000E+00						
vRP30_4	Cytoplasm	 pEE1EE1_PI3K1_PIP2 ; pEE1EE1_PI3K1 + PIP3	1.000000E+00						
vRP30_5	Cytoplasm	 pEE1E3_PI3K1_PIP2 ; pEE1E3_PI3K1 + PIP3	1.000000E+00						
vRP30_6	Cytoplasm	 pEE1HE3_PI3K1_PIP2 ; pEE1HE3_PI3K1 + PIP3	1.000000E+00						
vRP30_7	Cytoplasm	 pEE1E4_PI3K1_PIP2 ; pEE1E4_PI3K1 + PIP3	1.000000E+00						
vRP30_8	Cytoplasm	 pEE1HE4_PI3K1_PIP2 ; pEE1HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_9	Cytoplasm	 pE2HE3_PI3K1_PIP2 ; pE2HE3_PI3K1 + PIP3	1.000000E+00						
vRP30_10	Cytoplasm	 pHE3Ev3_PI3K1_PIP2 ; pHE3Ev3_PI3K1 + PIP3	1.000000E+00						
vRP30_11	Cytoplasm	 pE1HE3_PI3K1_PIP2 ; pE1HE3_PI3K1 + PIP3	1.000000E+00						
vRP30_12	Cytoplasm	 pHE3E4_PI3K1_PIP2 ; pHE3E4_PI3K1 + PIP3	1.000000E+00						
vRP30_13	Cytoplasm	 pHE3HE4_PI3K1_PIP2 ; pHE3HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_14	Cytoplasm	 pE2HE4_PI3K1_PIP2 ; pE2HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_15	Cytoplasm	 pHE4Ev3_PI3K1_PIP2 ; pHE4Ev3_PI3K1 + PIP3	1.000000E+00						
vRP30_16	Cytoplasm	 pE1HE4_PI3K1_PIP2 ; pE1HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_17	Cytoplasm	 pE3HE4_PI3K1_PIP2 ; pE3HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_18	Cytoplasm	 pHE4E4_PI3K1_PIP2 ; pHE4E4_PI3K1 + PIP3	1.000000E+00						
vRP30_19	Cytoplasm	 pHE4HE4_PI3K1_PIP2 ; pHE4HE4_PI3K1 + PIP3	1.000000E+00						
vRP30_20	Cytoplasm	 pHGF_Met_Met_PI3K1_PIP2 ; pHGF_Met_Met_PI3K1 + PIP3	1.000000E+00						
vRP30_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1_PIP2 ; pHGF_Met_HGF_Met_PI3K1 + PIP3	1.000000E+00						
vRP30_22	Cytoplasm	 pPPrPPr_PI3K1_PIP2 ; pPPrPPr_PI3K1 + PIP3	1.000000E+00						
vRP30_23	Cytoplasm	 pPPrPr_PI3K1_PIP2 ; pPPrPr_PI3K1 + PIP3	1.000000E+00						
vRP30_24	Cytoplasm	 pFFrFFr_PI3K1_PIP2 ; pFFrFFr_PI3K1 + PIP3	1.000000E+00						
vRP30_25	Cytoplasm	 pFFrFr_PI3K1_PIP2 ; pFFrFr_PI3K1 + PIP3	1.000000E+00						
vRP30_26	Cytoplasm	 pIIrIr_IRS_PI3K1_PIP2 ; pIIrIr_IRS_PI3K1 + PIP3	5.000000E+00						
